Creacion 23/05/2018 06:06:32 p.m.
FECHA_ULTIMO_MOVIMIENTO|TOTAL|SYSDATE
25/05/2018|95498|02/07/2018
24/05/2018|95337|02/07/2018
23/05/2018|102618|02/07/2018
22/05/2018|100239|02/07/2018
21/05/2018|228215|02/07/2018
20/05/2018|45470|02/07/2018
19/05/2018|41070|02/07/2018
18/05/2018|103028|02/07/2018
17/05/2018|99847|02/07/2018
16/05/2018|247232|02/07/2018
15/05/2018|142130|02/07/2018
14/05/2018|213957|02/07/2018
13/05/2018|40358|02/07/2018
12/05/2018|41485|02/07/2018
11/05/2018|107628|02/07/2018
10/05/2018|99742|02/07/2018
09/05/2018|119817|02/07/2018
08/05/2018|88691|02/07/2018
07/05/2018|226954|02/07/2018
06/05/2018|38978|02/07/2018
05/05/2018|44903|02/07/2018
04/05/2018|93067|02/07/2018
03/05/2018|99791|02/07/2018
02/05/2018|214364|02/07/2018
01/05/2018|6997777|02/07/2018
30/04/2018|194491|02/07/2018
29/04/2018|28450|02/07/2018
28/04/2018|26580|02/07/2018
27/04/2018|63824|02/07/2018
26/04/2018|66907|02/07/2018
25/04/2018|74289|02/07/2018
24/04/2018|66466|02/07/2018
23/04/2018|133997|02/07/2018
22/04/2018|34014|02/07/2018
21/04/2018|31206|02/07/2018
20/04/2018|80848|02/07/2018
19/04/2018|75034|02/07/2018
18/04/2018|75290|02/07/2018
17/04/2018|75202|02/07/2018
16/04/2018|200240|02/07/2018
15/04/2018|68218|02/07/2018
14/04/2018|31403|02/07/2018
13/04/2018|73763|02/07/2018
12/04/2018|72750|02/07/2018
11/04/2018|79111|02/07/2018
10/04/2018|72899|02/07/2018
09/04/2018|135726|02/07/2018
08/04/2018|38689|02/07/2018
07/04/2018|33301|02/07/2018
06/04/2018|78852|02/07/2018
05/04/2018|76122|02/07/2018
04/04/2018|72600|02/07/2018
03/04/2018|72147|02/07/2018
02/04/2018|163040|02/07/2018
01/04/2018|226427|02/07/2018
31/03/2018|99230|02/07/2018
30/03/2018|29054|02/07/2018
29/03/2018|36010|02/07/2018
28/03/2018|58154|02/07/2018
27/03/2018|50195|02/07/2018
26/03/2018|79718|02/07/2018
25/03/2018|24403|02/07/2018
24/03/2018|23628|02/07/2018
23/03/2018|60225|02/07/2018
22/03/2018|59998|02/07/2018
21/03/2018|64838|02/07/2018
20/03/2018|87694|02/07/2018
19/03/2018|60928|02/07/2018
18/03/2018|28998|02/07/2018
17/03/2018|30542|02/07/2018
16/03/2018|127013|02/07/2018
15/03/2018|97555|02/07/2018
14/03/2018|56550|02/07/2018
13/03/2018|58717|02/07/2018
12/03/2018|108265|02/07/2018
11/03/2018|30551|02/07/2018
10/03/2018|30026|02/07/2018
09/03/2018|68709|02/07/2018
08/03/2018|70268|02/07/2018
07/03/2018|64854|02/07/2018
06/03/2018|64328|02/07/2018
05/03/2018|129925|02/07/2018
04/03/2018|32243|02/07/2018
03/03/2018|29824|02/07/2018
02/03/2018|87980|02/07/2018
01/03/2018|601971|02/07/2018
28/02/2018|161455|02/07/2018
27/02/2018|47923|02/07/2018
26/02/2018|95668|02/07/2018
25/02/2018|28523|02/07/2018
24/02/2018|23648|02/07/2018
23/02/2018|63032|02/07/2018
22/02/2018|66828|02/07/2018
21/02/2018|60290|02/07/2018
20/02/2018|61364|02/07/2018
19/02/2018|112008|02/07/2018
18/02/2018|32503|02/07/2018
17/02/2018|27872|02/07/2018
16/02/2018|121456|02/07/2018
15/02/2018|94113|02/07/2018
14/02/2018|54837|02/07/2018
13/02/2018|54800|02/07/2018
12/02/2018|109974|02/07/2018
11/02/2018|40075|02/07/2018
10/02/2018|30041|02/07/2018
09/02/2018|69012|02/07/2018
08/02/2018|63076|02/07/2018
07/02/2018|63442|02/07/2018
06/02/2018|78776|02/07/2018
05/02/2018|66714|02/07/2018
04/02/2018|29530|02/07/2018
03/02/2018|28594|02/07/2018
02/02/2018|75207|02/07/2018
01/02/2018|475461|02/07/2018
31/01/2018|149673|02/07/2018
30/01/2018|46159|02/07/2018
29/01/2018|87107|02/07/2018
28/01/2018|29544|02/07/2018
27/01/2018|22549|02/07/2018
26/01/2018|63209|02/07/2018
25/01/2018|58515|02/07/2018
24/01/2018|58933|02/07/2018
23/01/2018|58645|02/07/2018
22/01/2018|112460|02/07/2018
21/01/2018|31819|02/07/2018
20/01/2018|29697|02/07/2018
19/01/2018|70435|02/07/2018
18/01/2018|64439|02/07/2018
17/01/2018|64303|02/07/2018
16/01/2018|138428|02/07/2018
15/01/2018|165091|02/07/2018
14/01/2018|34191|02/07/2018
13/01/2018|27400|02/07/2018
12/01/2018|72417|02/07/2018
11/01/2018|66231|02/07/2018
10/01/2018|69617|02/07/2018
09/01/2018|60950|02/07/2018
08/01/2018|133819|02/07/2018
07/01/2018|36708|02/07/2018
06/01/2018|34618|02/07/2018
05/01/2018|75022|02/07/2018
04/01/2018|68903|02/07/2018
03/01/2018|67055|02/07/2018
02/01/2018|116743|02/07/2018
01/01/2018|499030|02/07/2018
04/07/2018|151|04/07/2018
03/07/2018|4127|04/07/2018
02/07/2018|80054|04/07/2018
01/07/2018|1014914|04/07/2018
30/06/2018|56980|04/07/2018
29/06/2018|76219|04/07/2018
28/06/2018|83857|04/07/2018
27/06/2018|86786|04/07/2018
26/06/2018|103990|04/07/2018
25/06/2018|244391|04/07/2018
24/06/2018|48081|04/07/2018
23/06/2018|45650|04/07/2018
22/06/2018|116631|04/07/2018
21/06/2018|122763|04/07/2018
20/06/2018|127981|04/07/2018
19/06/2018|119029|04/07/2018
18/06/2018|258461|04/07/2018
17/06/2018|53202|04/07/2018
16/06/2018|157323|04/07/2018
15/06/2018|156142|04/07/2018
14/06/2018|106536|04/07/2018
13/06/2018|108588|04/07/2018
12/06/2018|110198|04/07/2018
11/06/2018|251586|04/07/2018
10/06/2018|44151|04/07/2018
09/06/2018|42766|04/07/2018
08/06/2018|105182|04/07/2018
07/06/2018|106968|04/07/2018
06/06/2018|109886|04/07/2018
05/06/2018|112033|04/07/2018
04/06/2018|271017|04/07/2018
03/06/2018|46697|04/07/2018
02/06/2018|52547|04/07/2018
01/06/2018|770933|04/07/2018
31/05/2018|183825|04/07/2018
30/05/2018|97267|04/07/2018
29/05/2018|93783|04/07/2018
28/05/2018|252650|04/07/2018
27/05/2018|39630|04/07/2018
26/05/2018|38246|04/07/2018
25/05/2018|92737|04/07/2018
24/05/2018|92357|04/07/2018
23/05/2018|98595|04/07/2018
22/05/2018|96457|04/07/2018
21/05/2018|218206|04/07/2018
20/05/2018|44753|04/07/2018
19/05/2018|39045|04/07/2018
18/05/2018|100137|04/07/2018
17/05/2018|96807|04/07/2018
16/05/2018|226155|04/07/2018
15/05/2018|137603|04/07/2018
14/05/2018|203565|04/07/2018
13/05/2018|39771|04/07/2018
12/05/2018|39252|04/07/2018
11/05/2018|104237|04/07/2018
10/05/2018|96931|04/07/2018
09/05/2018|115864|04/07/2018
08/05/2018|86124|04/07/2018
07/05/2018|219332|04/07/2018
06/05/2018|38093|04/07/2018
05/05/2018|43197|04/07/2018
04/05/2018|90876|04/07/2018
03/05/2018|96346|04/07/2018
02/05/2018|202773|04/07/2018
01/05/2018|5932467|04/07/2018
30/04/2018|191804|04/07/2018
29/04/2018|28220|04/07/2018
28/04/2018|26119|04/07/2018
27/04/2018|62522|04/07/2018
26/04/2018|65318|04/07/2018
25/04/2018|70270|04/07/2018
24/04/2018|65332|04/07/2018
23/04/2018|131036|04/07/2018
22/04/2018|33870|04/07/2018
21/04/2018|30850|04/07/2018
20/04/2018|79647|04/07/2018
19/04/2018|73941|04/07/2018
18/04/2018|74064|04/07/2018
17/04/2018|74181|04/07/2018
16/04/2018|197195|04/07/2018
15/04/2018|68057|04/07/2018
14/04/2018|31186|04/07/2018
13/04/2018|73020|04/07/2018
12/04/2018|71827|04/07/2018
11/04/2018|77903|04/07/2018
10/04/2018|72194|04/07/2018
09/04/2018|133792|04/07/2018
08/04/2018|38554|04/07/2018
07/04/2018|33090|04/07/2018
06/04/2018|78176|04/07/2018
05/04/2018|75329|04/07/2018
04/04/2018|71864|04/07/2018
03/04/2018|71577|04/07/2018
02/04/2018|161044|04/07/2018
01/04/2018|218666|04/07/2018
31/03/2018|99092|04/07/2018
30/03/2018|28953|04/07/2018
29/03/2018|35756|04/07/2018
28/03/2018|57754|04/07/2018
27/03/2018|49743|04/07/2018
26/03/2018|78958|04/07/2018
25/03/2018|24290|04/07/2018
24/03/2018|23513|04/07/2018
23/03/2018|59856|04/07/2018
22/03/2018|59618|04/07/2018
21/03/2018|64305|04/07/2018
20/03/2018|87047|04/07/2018
19/03/2018|60517|04/07/2018
18/03/2018|28927|04/07/2018
17/03/2018|30424|04/07/2018
16/03/2018|125620|04/07/2018
15/03/2018|96860|04/07/2018
14/03/2018|56225|04/07/2018
13/03/2018|58373|04/07/2018
12/03/2018|107246|04/07/2018
11/03/2018|30398|04/07/2018
10/03/2018|29905|04/07/2018
09/03/2018|68375|04/07/2018
08/03/2018|69933|04/07/2018
07/03/2018|64472|04/07/2018
06/03/2018|63973|04/07/2018
05/03/2018|125920|04/07/2018
04/03/2018|32170|04/07/2018
03/03/2018|29671|04/07/2018
02/03/2018|87489|04/07/2018
01/03/2018|586932|04/07/2018
28/02/2018|161004|04/07/2018
27/02/2018|47680|04/07/2018
26/02/2018|95010|04/07/2018
25/02/2018|28461|04/07/2018
24/02/2018|23561|04/07/2018
23/02/2018|62783|04/07/2018
22/02/2018|66506|04/07/2018
21/02/2018|60049|04/07/2018
20/02/2018|61012|04/07/2018
19/02/2018|111234|04/07/2018
18/02/2018|32434|04/07/2018
17/02/2018|27767|04/07/2018
16/02/2018|120605|04/07/2018
15/02/2018|93819|04/07/2018
14/02/2018|54581|04/07/2018
13/02/2018|54593|04/07/2018
12/02/2018|109156|04/07/2018
11/02/2018|40012|04/07/2018
10/02/2018|29894|04/07/2018
09/02/2018|68777|04/07/2018
08/02/2018|62786|04/07/2018
07/02/2018|63073|04/07/2018
06/02/2018|78284|04/07/2018
05/02/2018|66186|04/07/2018
04/02/2018|29474|04/07/2018
03/02/2018|28379|04/07/2018
02/02/2018|74908|04/07/2018
01/02/2018|470131|04/07/2018
31/01/2018|149479|04/07/2018
30/01/2018|46009|04/07/2018
29/01/2018|86556|04/07/2018
28/01/2018|29496|04/07/2018
27/01/2018|22464|04/07/2018
26/01/2018|63041|04/07/2018
25/01/2018|58288|04/07/2018
24/01/2018|58700|04/07/2018
23/01/2018|58455|04/07/2018
22/01/2018|111877|04/07/2018
21/01/2018|31717|04/07/2018
20/01/2018|29605|04/07/2018
19/01/2018|70281|04/07/2018
18/01/2018|64261|04/07/2018
17/01/2018|64103|04/07/2018
16/01/2018|137636|04/07/2018
15/01/2018|164454|04/07/2018
14/01/2018|34089|04/07/2018
13/01/2018|27317|04/07/2018
12/01/2018|72177|04/07/2018
11/01/2018|66036|04/07/2018
10/01/2018|69378|04/07/2018
09/01/2018|60777|04/07/2018
08/01/2018|133122|04/07/2018
07/01/2018|36533|04/07/2018
06/01/2018|34492|04/07/2018
05/01/2018|74849|04/07/2018
04/01/2018|68696|04/07/2018
03/01/2018|66637|04/07/2018
02/01/2018|113896|04/07/2018
01/01/2018|492480|04/07/2018
09/07/2018|172|09/07/2018
08/07/2018|26|09/07/2018
07/07/2018|95|09/07/2018
06/07/2018|5555|09/07/2018
05/07/2018|42760|09/07/2018
04/07/2018|70252|09/07/2018
03/07/2018|84350|09/07/2018
02/07/2018|236390|09/07/2018
01/07/2018|5355223|09/07/2018
30/06/2018|124888|09/07/2018
29/06/2018|90267|09/07/2018
28/06/2018|100329|09/07/2018
27/06/2018|100660|09/07/2018
26/06/2018|104732|09/07/2018
25/06/2018|217812|09/07/2018
24/06/2018|42728|09/07/2018
23/06/2018|45282|09/07/2018
22/06/2018|106030|09/07/2018
21/06/2018|106127|09/07/2018
20/06/2018|111709|09/07/2018
19/06/2018|104122|09/07/2018
18/06/2018|207368|09/07/2018
17/06/2018|46093|09/07/2018
16/06/2018|122139|09/07/2018
15/06/2018|143079|09/07/2018
14/06/2018|93689|09/07/2018
13/06/2018|95849|09/07/2018
12/06/2018|94986|09/07/2018
11/06/2018|197604|09/07/2018
10/06/2018|41031|09/07/2018
09/06/2018|37299|09/07/2018
08/06/2018|94433|09/07/2018
07/06/2018|93046|09/07/2018
06/06/2018|95765|09/07/2018
05/06/2018|97751|09/07/2018
04/06/2018|211717|09/07/2018
03/06/2018|43091|09/07/2018
02/06/2018|47278|09/07/2018
01/06/2018|707080|09/07/2018
31/05/2018|171875|09/07/2018
30/05/2018|83562|09/07/2018
29/05/2018|78339|09/07/2018
28/05/2018|165812|09/07/2018
27/05/2018|35895|09/07/2018
26/05/2018|33572|09/07/2018
25/05/2018|83614|09/07/2018
24/05/2018|80938|09/07/2018
23/05/2018|85667|09/07/2018
22/05/2018|85118|09/07/2018
21/05/2018|174296|09/07/2018
20/05/2018|41742|09/07/2018
19/05/2018|33871|09/07/2018
18/05/2018|91171|09/07/2018
17/05/2018|83471|09/07/2018
16/05/2018|179560|09/07/2018
15/05/2018|126731|09/07/2018
14/05/2018|158391|09/07/2018
13/05/2018|36534|09/07/2018
12/05/2018|32087|09/07/2018
11/05/2018|92048|09/07/2018
10/05/2018|81933|09/07/2018
09/05/2018|99693|09/07/2018
08/05/2018|77210|09/07/2018
07/05/2018|164719|09/07/2018
06/05/2018|35195|09/07/2018
05/05/2018|38790|09/07/2018
04/05/2018|79892|09/07/2018
03/05/2018|84919|09/07/2018
02/05/2018|146793|09/07/2018
01/05/2018|2754521|09/07/2018
30/04/2018|180645|09/07/2018
29/04/2018|27381|09/07/2018
28/04/2018|24623|09/07/2018
27/04/2018|59043|09/07/2018
26/04/2018|61187|09/07/2018
25/04/2018|66183|09/07/2018
24/04/2018|61311|09/07/2018
23/04/2018|122870|09/07/2018
22/04/2018|33510|09/07/2018
21/04/2018|30061|09/07/2018
20/04/2018|77374|09/07/2018
19/04/2018|71662|09/07/2018
18/04/2018|71674|09/07/2018
17/04/2018|71705|09/07/2018
16/04/2018|188475|09/07/2018
15/04/2018|67566|09/07/2018
14/04/2018|30742|09/07/2018
13/04/2018|71467|09/07/2018
12/04/2018|70196|09/07/2018
11/04/2018|76231|09/07/2018
10/04/2018|70495|09/07/2018
09/04/2018|129230|09/07/2018
08/04/2018|38239|09/07/2018
07/04/2018|32624|09/07/2018
06/04/2018|76815|09/07/2018
05/04/2018|73807|09/07/2018
04/04/2018|70164|09/07/2018
03/04/2018|70001|09/07/2018
02/04/2018|154839|09/07/2018
01/04/2018|206831|09/07/2018
31/03/2018|98680|09/07/2018
30/03/2018|28679|09/07/2018
29/03/2018|35006|09/07/2018
28/03/2018|56854|09/07/2018
27/03/2018|49022|09/07/2018
26/03/2018|77028|09/07/2018
25/03/2018|24082|09/07/2018
24/03/2018|23180|09/07/2018
23/03/2018|59105|09/07/2018
22/03/2018|58743|09/07/2018
21/03/2018|62981|09/07/2018
20/03/2018|85426|09/07/2018
19/03/2018|59039|09/07/2018
18/03/2018|28744|09/07/2018
17/03/2018|30120|09/07/2018
16/03/2018|122760|09/07/2018
15/03/2018|95979|09/07/2018
14/03/2018|55532|09/07/2018
13/03/2018|57622|09/07/2018
12/03/2018|104998|09/07/2018
11/03/2018|29954|09/07/2018
10/03/2018|29598|09/07/2018
09/03/2018|67141|09/07/2018
08/03/2018|68676|09/07/2018
07/03/2018|63551|09/07/2018
06/03/2018|63079|09/07/2018
05/03/2018|122905|09/07/2018
04/03/2018|31961|09/07/2018
03/03/2018|29087|09/07/2018
02/03/2018|84704|09/07/2018
01/03/2018|511585|09/07/2018
28/02/2018|160375|09/07/2018
27/02/2018|47192|09/07/2018
26/02/2018|92754|09/07/2018
25/02/2018|28357|09/07/2018
24/02/2018|23357|09/07/2018
23/02/2018|62334|09/07/2018
22/02/2018|65926|09/07/2018
21/02/2018|59531|09/07/2018
20/02/2018|60437|09/07/2018
19/02/2018|109770|09/07/2018
18/02/2018|32301|09/07/2018
17/02/2018|27552|09/07/2018
16/02/2018|118296|09/07/2018
15/02/2018|93139|09/07/2018
14/02/2018|54000|09/07/2018
13/02/2018|54118|09/07/2018
12/02/2018|107527|09/07/2018
11/02/2018|39889|09/07/2018
10/02/2018|29639|09/07/2018
09/02/2018|68228|09/07/2018
08/02/2018|62209|09/07/2018
07/02/2018|63685|09/07/2018
06/02/2018|77389|09/07/2018
05/02/2018|65080|09/07/2018
04/02/2018|29347|09/07/2018
03/02/2018|28178|09/07/2018
02/02/2018|74220|09/07/2018
01/02/2018|455630|09/07/2018
31/01/2018|149109|09/07/2018
30/01/2018|45709|09/07/2018
29/01/2018|85360|09/07/2018
28/01/2018|29374|09/07/2018
27/01/2018|22261|09/07/2018
26/01/2018|62466|09/07/2018
25/01/2018|57850|09/07/2018
24/01/2018|58243|09/07/2018
23/01/2018|58052|09/07/2018
22/01/2018|110382|09/07/2018
21/01/2018|31618|09/07/2018
20/01/2018|29406|09/07/2018
19/01/2018|69948|09/07/2018
18/01/2018|63849|09/07/2018
17/01/2018|63441|09/07/2018
16/01/2018|135079|09/07/2018
15/01/2018|163114|09/07/2018
14/01/2018|33944|09/07/2018
13/01/2018|26931|09/07/2018
12/01/2018|71581|09/07/2018
11/01/2018|65589|09/07/2018
10/01/2018|68945|09/07/2018
09/01/2018|60340|09/07/2018
08/01/2018|131367|09/07/2018
07/01/2018|36430|09/07/2018
06/01/2018|34326|09/07/2018
05/01/2018|74463|09/07/2018
04/01/2018|68095|09/07/2018
03/01/2018|65974|09/07/2018
02/01/2018|111894|09/07/2018
01/01/2018|476218|09/07/2018
12/07/2018|213|13/07/2018
11/07/2018|4832|13/07/2018
10/07/2018|65081|13/07/2018
09/07/2018|150924|13/07/2018
08/07/2018|22406|13/07/2018
07/07/2018|32716|13/07/2018
06/07/2018|102406|13/07/2018
05/07/2018|102568|13/07/2018
04/07/2018|120975|13/07/2018
03/07/2018|139866|13/07/2018
02/07/2018|388809|13/07/2018
01/07/2018|8029001|13/07/2018
30/06/2018|148363|13/07/2018
29/06/2018|94509|13/07/2018
28/06/2018|92435|13/07/2018
27/06/2018|94357|13/07/2018
26/06/2018|94782|13/07/2018
25/06/2018|179669|13/07/2018
24/06/2018|38972|13/07/2018
23/06/2018|37247|13/07/2018
22/06/2018|96853|13/07/2018
21/06/2018|95793|13/07/2018
20/06/2018|100495|13/07/2018
19/06/2018|94235|13/07/2018
18/06/2018|173626|13/07/2018
17/06/2018|42304|13/07/2018
16/06/2018|104165|13/07/2018
15/06/2018|135423|13/07/2018
14/06/2018|83391|13/07/2018
13/06/2018|83320|13/07/2018
12/06/2018|85597|13/07/2018
11/06/2018|161238|13/07/2018
10/06/2018|38966|13/07/2018
09/06/2018|34504|13/07/2018
08/06/2018|87200|13/07/2018
07/06/2018|84378|13/07/2018
06/06/2018|85698|13/07/2018
05/06/2018|86534|13/07/2018
04/06/2018|162038|13/07/2018
03/06/2018|40382|13/07/2018
02/06/2018|40798|13/07/2018
01/06/2018|633597|13/07/2018
31/05/2018|158408|13/07/2018
30/05/2018|73061|13/07/2018
29/05/2018|67901|13/07/2018
28/05/2018|128350|13/07/2018
27/05/2018|33416|13/07/2018
26/05/2018|30651|13/07/2018
25/05/2018|77852|13/07/2018
24/05/2018|74028|13/07/2018
23/05/2018|77904|13/07/2018
22/05/2018|76894|13/07/2018
21/05/2018|137524|13/07/2018
20/05/2018|37993|13/07/2018
19/05/2018|31139|13/07/2018
18/05/2018|84634|13/07/2018
17/05/2018|75749|13/07/2018
16/05/2018|145081|13/07/2018
15/05/2018|116085|13/07/2018
14/05/2018|126879|13/07/2018
13/05/2018|34745|13/07/2018
12/05/2018|29729|13/07/2018
11/05/2018|83931|13/07/2018
10/05/2018|64253|13/07/2018
09/05/2018|78106|13/07/2018
08/05/2018|69444|13/07/2018
07/05/2018|130054|13/07/2018
06/05/2018|33921|13/07/2018
05/05/2018|35711|13/07/2018
04/05/2018|71899|13/07/2018
03/05/2018|74160|13/07/2018
02/05/2018|113797|13/07/2018
01/05/2018|720053|13/07/2018
30/04/2018|172122|13/07/2018
29/04/2018|26806|13/07/2018
28/04/2018|23288|13/07/2018
27/04/2018|56500|13/07/2018
26/04/2018|57835|13/07/2018
25/04/2018|62829|13/07/2018
24/04/2018|58725|13/07/2018
23/04/2018|115845|13/07/2018
22/04/2018|33158|13/07/2018
21/04/2018|29474|13/07/2018
20/04/2018|75587|13/07/2018
19/04/2018|69596|13/07/2018
18/04/2018|69463|13/07/2018
17/04/2018|69745|13/07/2018
16/04/2018|177849|13/07/2018
15/04/2018|67287|13/07/2018
14/04/2018|30229|13/07/2018
13/04/2018|70430|13/07/2018
12/04/2018|68591|13/07/2018
11/04/2018|74524|13/07/2018
10/04/2018|68806|13/07/2018
09/04/2018|125315|13/07/2018
08/04/2018|37804|13/07/2018
07/04/2018|32185|13/07/2018
06/04/2018|75688|13/07/2018
05/04/2018|72361|13/07/2018
04/04/2018|68723|13/07/2018
03/04/2018|68447|13/07/2018
02/04/2018|150165|13/07/2018
01/04/2018|196633|13/07/2018
31/03/2018|98351|13/07/2018
30/03/2018|28478|13/07/2018
29/03/2018|34650|13/07/2018
28/03/2018|56060|13/07/2018
27/03/2018|48337|13/07/2018
26/03/2018|75349|13/07/2018
25/03/2018|23938|13/07/2018
24/03/2018|22919|13/07/2018
23/03/2018|58484|13/07/2018
22/03/2018|57886|13/07/2018
21/03/2018|61824|13/07/2018
20/03/2018|83988|13/07/2018
19/03/2018|57693|13/07/2018
18/03/2018|28578|13/07/2018
17/03/2018|29598|13/07/2018
16/03/2018|120090|13/07/2018
15/03/2018|95170|13/07/2018
14/03/2018|54763|13/07/2018
13/03/2018|56768|13/07/2018
12/03/2018|102661|13/07/2018
11/03/2018|29738|13/07/2018
10/03/2018|29221|13/07/2018
09/03/2018|66252|13/07/2018
08/03/2018|66375|13/07/2018
07/03/2018|62522|13/07/2018
06/03/2018|62153|13/07/2018
05/03/2018|120337|13/07/2018
04/03/2018|31836|13/07/2018
03/03/2018|28750|13/07/2018
02/03/2018|82720|13/07/2018
01/03/2018|456820|13/07/2018
28/02/2018|159717|13/07/2018
27/02/2018|46656|13/07/2018
26/02/2018|91272|13/07/2018
25/02/2018|28257|13/07/2018
24/02/2018|23128|13/07/2018
23/02/2018|61890|13/07/2018
22/02/2018|65374|13/07/2018
21/02/2018|58309|13/07/2018
20/02/2018|59910|13/07/2018
19/02/2018|108360|13/07/2018
18/02/2018|32195|13/07/2018
17/02/2018|27240|13/07/2018
16/02/2018|116711|13/07/2018
15/02/2018|92628|13/07/2018
14/02/2018|53565|13/07/2018
13/02/2018|53549|13/07/2018
12/02/2018|106077|13/07/2018
11/02/2018|39812|13/07/2018
10/02/2018|29457|13/07/2018
09/02/2018|67798|13/07/2018
08/02/2018|61776|13/07/2018
07/02/2018|62122|13/07/2018
06/02/2018|76554|13/07/2018
05/02/2018|64299|13/07/2018
04/02/2018|29240|13/07/2018
03/02/2018|27993|13/07/2018
02/02/2018|73711|13/07/2018
01/02/2018|443384|13/07/2018
31/01/2018|148739|13/07/2018
30/01/2018|45362|13/07/2018
29/01/2018|84382|13/07/2018
28/01/2018|29262|13/07/2018
27/01/2018|22099|13/07/2018
26/01/2018|62111|13/07/2018
25/01/2018|57424|13/07/2018
24/01/2018|57850|13/07/2018
23/01/2018|57667|13/07/2018
22/01/2018|109147|13/07/2018
21/01/2018|31509|13/07/2018
20/01/2018|29186|13/07/2018
19/01/2018|69345|13/07/2018
18/01/2018|63447|13/07/2018
17/01/2018|63064|13/07/2018
16/01/2018|133257|13/07/2018
15/01/2018|161624|13/07/2018
14/01/2018|33843|13/07/2018
13/01/2018|26766|13/07/2018
12/01/2018|71095|13/07/2018
11/01/2018|65119|13/07/2018
10/01/2018|68223|13/07/2018
09/01/2018|59700|13/07/2018
08/01/2018|129956|13/07/2018
07/01/2018|36297|13/07/2018
06/01/2018|34151|13/07/2018
05/01/2018|74086|13/07/2018
04/01/2018|67637|13/07/2018
03/01/2018|65543|13/07/2018
02/01/2018|110529|13/07/2018
01/01/2018|462226|13/07/2018
16/07/2018|443|16/07/2018
15/07/2018|27|16/07/2018
14/07/2018|153|16/07/2018
13/07/2018|6254|16/07/2018
12/07/2018|50506|16/07/2018
11/07/2018|85783|16/07/2018
10/07/2018|106025|16/07/2018
09/07/2018|220184|16/07/2018
08/07/2018|40270|16/07/2018
07/07/2018|46905|16/07/2018
06/07/2018|129428|16/07/2018
05/07/2018|133343|16/07/2018
04/07/2018|133000|16/07/2018
03/07/2018|140854|16/07/2018
02/07/2018|391823|16/07/2018
01/07/2018|8006955|16/07/2018
30/06/2018|152998|16/07/2018
29/06/2018|90665|16/07/2018
28/06/2018|86709|16/07/2018
27/06/2018|88547|16/07/2018
26/06/2018|92079|16/07/2018
25/06/2018|174416|16/07/2018
24/06/2018|37523|16/07/2018
23/06/2018|35324|16/07/2018
22/06/2018|95870|16/07/2018
21/06/2018|93623|16/07/2018
20/06/2018|99362|16/07/2018
19/06/2018|92390|16/07/2018
18/06/2018|169666|16/07/2018
17/06/2018|40494|16/07/2018
16/06/2018|103487|16/07/2018
15/06/2018|133667|16/07/2018
14/06/2018|82139|16/07/2018
13/06/2018|82250|16/07/2018
12/06/2018|84977|16/07/2018
11/06/2018|158089|16/07/2018
10/06/2018|38904|16/07/2018
09/06/2018|34325|16/07/2018
08/06/2018|85778|16/07/2018
07/06/2018|83316|16/07/2018
06/06/2018|83687|16/07/2018
05/06/2018|85328|16/07/2018
04/06/2018|159004|16/07/2018
03/06/2018|40031|16/07/2018
02/06/2018|40583|16/07/2018
01/06/2018|629273|16/07/2018
31/05/2018|157095|16/07/2018
30/05/2018|71810|16/07/2018
29/05/2018|66706|16/07/2018
28/05/2018|126380|16/07/2018
27/05/2018|33120|16/07/2018
26/05/2018|30445|16/07/2018
25/05/2018|77303|16/07/2018
24/05/2018|73320|16/07/2018
23/05/2018|77034|16/07/2018
22/05/2018|75645|16/07/2018
21/05/2018|135234|16/07/2018
20/05/2018|37738|16/07/2018
19/05/2018|30893|16/07/2018
18/05/2018|83929|16/07/2018
17/05/2018|74938|16/07/2018
16/05/2018|143477|16/07/2018
15/05/2018|114527|16/07/2018
14/05/2018|124866|16/07/2018
13/05/2018|34576|16/07/2018
12/05/2018|29311|16/07/2018
11/05/2018|82782|16/07/2018
10/05/2018|63492|16/07/2018
09/05/2018|76714|16/07/2018
08/05/2018|68643|16/07/2018
07/05/2018|127363|16/07/2018
06/05/2018|33773|16/07/2018
05/05/2018|36228|16/07/2018
04/05/2018|70919|16/07/2018
03/05/2018|73074|16/07/2018
02/05/2018|112247|16/07/2018
01/05/2018|687270|16/07/2018
30/04/2018|170594|16/07/2018
29/04/2018|26837|16/07/2018
28/04/2018|23179|16/07/2018
27/04/2018|56205|16/07/2018
26/04/2018|57616|16/07/2018
25/04/2018|62315|16/07/2018
24/04/2018|58359|16/07/2018
23/04/2018|114818|16/07/2018
22/04/2018|33060|16/07/2018
21/04/2018|29285|16/07/2018
20/04/2018|75084|16/07/2018
19/04/2018|69114|16/07/2018
18/04/2018|69124|16/07/2018
17/04/2018|69215|16/07/2018
16/04/2018|176491|16/07/2018
15/04/2018|67151|16/07/2018
14/04/2018|30094|16/07/2018
13/04/2018|70098|16/07/2018
12/04/2018|68199|16/07/2018
11/04/2018|73926|16/07/2018
10/04/2018|68282|16/07/2018
09/04/2018|124124|16/07/2018
08/04/2018|37612|16/07/2018
07/04/2018|32029|16/07/2018
06/04/2018|75285|16/07/2018
05/04/2018|72033|16/07/2018
04/04/2018|68339|16/07/2018
03/04/2018|67958|16/07/2018
02/04/2018|149186|16/07/2018
01/04/2018|195551|16/07/2018
