Creacion 23/05/2018 06:06:32 p.m.
FECHA_ULTIMO_MOVIMIENTO|TOTAL|SYSDATE
08/04/2018|36070|28/08/2018
07/04/2018|30223|28/08/2018
06/04/2018|71118|28/08/2018
05/04/2018|67161|28/08/2018
04/04/2018|63711|28/08/2018
03/04/2018|63471|28/08/2018
02/04/2018|136211|28/08/2018
01/04/2018|174391|28/08/2018
31/03/2018|96935|28/08/2018
30/03/2018|27497|28/08/2018
29/03/2018|32939|28/08/2018
28/03/2018|52114|28/08/2018
27/03/2018|45550|28/08/2018
26/03/2018|69368|28/08/2018
25/03/2018|23118|28/08/2018
24/03/2018|21337|28/08/2018
23/03/2018|55498|28/08/2018
22/03/2018|54117|28/08/2018
21/03/2018|57922|28/08/2018
20/03/2018|78003|28/08/2018
19/03/2018|52904|28/08/2018
18/03/2018|27712|28/08/2018
17/03/2018|28037|28/08/2018
16/03/2018|111692|28/08/2018
15/03/2018|91139|28/08/2018
14/03/2018|51522|28/08/2018
13/03/2018|53271|28/08/2018
12/03/2018|93795|28/08/2018
11/03/2018|28741|28/08/2018
10/03/2018|27607|28/08/2018
09/03/2018|62850|28/08/2018
08/03/2018|61627|28/08/2018
07/03/2018|58670|28/08/2018
06/03/2018|58363|28/08/2018
05/03/2018|110115|28/08/2018
04/03/2018|30894|28/08/2018
03/03/2018|27203|28/08/2018
02/03/2018|78478|28/08/2018
01/03/2018|395373|28/08/2018
28/02/2018|155876|28/08/2018
27/02/2018|44140|28/08/2018
26/02/2018|84818|28/08/2018
25/02/2018|27620|28/08/2018
24/02/2018|21887|28/08/2018
23/02/2018|59233|28/08/2018
22/02/2018|62225|28/08/2018
21/02/2018|55355|28/08/2018
20/02/2018|56580|28/08/2018
19/02/2018|100644|28/08/2018
18/02/2018|31476|28/08/2018
17/02/2018|26094|28/08/2018
16/02/2018|108557|28/08/2018
15/02/2018|89312|28/08/2018
14/02/2018|50694|28/08/2018
13/02/2018|50642|28/08/2018
12/02/2018|98636|28/08/2018
11/02/2018|38926|28/08/2018
10/02/2018|27874|28/08/2018
09/02/2018|64607|28/08/2018
08/02/2018|58386|28/08/2018
07/02/2018|58861|28/08/2018
06/02/2018|71772|28/08/2018
05/02/2018|60089|28/08/2018
04/02/2018|28510|28/08/2018
03/02/2018|26647|28/08/2018
02/02/2018|70260|28/08/2018
01/02/2018|406908|28/08/2018
31/01/2018|145682|28/08/2018
30/01/2018|43400|28/08/2018
29/01/2018|78841|28/08/2018
28/01/2018|28454|28/08/2018
27/01/2018|21310|28/08/2018
26/01/2018|59482|28/08/2018
25/01/2018|54521|28/08/2018
24/01/2018|55105|28/08/2018
23/01/2018|55171|28/08/2018
22/01/2018|101936|28/08/2018
21/01/2018|30592|28/08/2018
20/01/2018|28130|28/08/2018
19/01/2018|66718|28/08/2018
18/01/2018|60565|28/08/2018
17/01/2018|60532|28/08/2018
16/01/2018|123774|28/08/2018
15/01/2018|154281|28/08/2018
14/01/2018|32900|28/08/2018
13/01/2018|25561|28/08/2018
12/01/2018|68262|28/08/2018
11/01/2018|62222|28/08/2018
10/01/2018|65536|28/08/2018
09/01/2018|56924|28/08/2018
08/01/2018|121359|28/08/2018
07/01/2018|35239|28/08/2018
06/01/2018|32786|28/08/2018
05/01/2018|71625|28/08/2018
04/01/2018|64523|28/08/2018
03/01/2018|62774|28/08/2018
02/01/2018|104506|28/08/2018
01/01/2018|428336|28/08/2018
28/08/2018|105|29/08/2018
27/08/2018|10135|29/08/2018
26/08/2018|3090|29/08/2018
25/08/2018|16083|29/08/2018
24/08/2018|61471|29/08/2018
23/08/2018|85590|29/08/2018
22/08/2018|97445|29/08/2018
21/08/2018|108904|29/08/2018
20/08/2018|285947|29/08/2018
19/08/2018|53195|29/08/2018
18/08/2018|67035|29/08/2018
17/08/2018|125280|29/08/2018
16/08/2018|281236|29/08/2018
15/08/2018|170691|29/08/2018
14/08/2018|117955|29/08/2018
13/08/2018|267007|29/08/2018
12/08/2018|52016|29/08/2018
11/08/2018|48007|29/08/2018
10/08/2018|114876|29/08/2018
09/08/2018|115811|29/08/2018
08/08/2018|122295|29/08/2018
07/08/2018|121452|29/08/2018
06/08/2018|271933|29/08/2018
05/08/2018|54740|29/08/2018
04/08/2018|48137|29/08/2018
03/08/2018|113426|29/08/2018
02/08/2018|120650|29/08/2018
01/08/2018|772168|29/08/2018
31/07/2018|196422|29/08/2018
30/07/2018|202585|29/08/2018
29/07/2018|40026|29/08/2018
28/07/2018|38233|29/08/2018
27/07/2018|91888|29/08/2018
26/07/2018|94475|29/08/2018
25/07/2018|104060|29/08/2018
24/07/2018|102794|29/08/2018
23/07/2018|221303|29/08/2018
22/07/2018|41456|29/08/2018
21/07/2018|42884|29/08/2018
20/07/2018|102282|29/08/2018
19/07/2018|104691|29/08/2018
18/07/2018|103851|29/08/2018
17/07/2018|107523|29/08/2018
16/07/2018|354778|29/08/2018
15/07/2018|91480|29/08/2018
14/07/2018|43476|29/08/2018
13/07/2018|95096|29/08/2018
12/07/2018|97730|29/08/2018
11/07/2018|105060|29/08/2018
10/07/2018|114832|29/08/2018
09/07/2018|243940|29/08/2018
08/07/2018|41388|29/08/2018
07/07/2018|40685|29/08/2018
06/07/2018|116481|29/08/2018
05/07/2018|105054|29/08/2018
04/07/2018|98543|29/08/2018
03/07/2018|106651|29/08/2018
02/07/2018|340375|29/08/2018
01/07/2018|6799698|29/08/2018
30/06/2018|131336|29/08/2018
29/06/2018|69624|29/08/2018
28/06/2018|65525|29/08/2018
27/06/2018|65861|29/08/2018
26/06/2018|69676|29/08/2018
25/06/2018|133409|29/08/2018
24/06/2018|32763|29/08/2018
23/06/2018|28506|29/08/2018
22/06/2018|80200|29/08/2018
21/06/2018|74083|29/08/2018
20/06/2018|78742|29/08/2018
19/06/2018|73608|29/08/2018
18/06/2018|137355|29/08/2018
17/06/2018|37126|29/08/2018
16/06/2018|81321|29/08/2018
15/06/2018|113955|29/08/2018
14/06/2018|70282|29/08/2018
13/06/2018|69688|29/08/2018
12/06/2018|71121|29/08/2018
11/06/2018|129382|29/08/2018
10/06/2018|35995|29/08/2018
09/06/2018|30359|29/08/2018
08/06/2018|75527|29/08/2018
07/06/2018|71670|29/08/2018
06/06/2018|71739|29/08/2018
05/06/2018|73663|29/08/2018
04/06/2018|133307|29/08/2018
03/06/2018|37640|29/08/2018
02/06/2018|34259|29/08/2018
01/06/2018|258835|29/08/2018
31/05/2018|146951|29/08/2018
30/05/2018|62368|29/08/2018
29/05/2018|57209|29/08/2018
28/05/2018|106363|29/08/2018
27/05/2018|31095|29/08/2018
26/05/2018|26906|29/08/2018
25/05/2018|69645|29/08/2018
24/05/2018|64294|29/08/2018
23/05/2018|66915|29/08/2018
22/05/2018|66904|29/08/2018
21/05/2018|115051|29/08/2018
20/05/2018|35481|29/08/2018
19/05/2018|27717|29/08/2018
18/05/2018|73520|29/08/2018
17/05/2018|66752|29/08/2018
16/05/2018|122524|29/08/2018
15/05/2018|104025|29/08/2018
14/05/2018|107285|29/08/2018
13/05/2018|32496|29/08/2018
12/05/2018|26614|29/08/2018
11/05/2018|76768|29/08/2018
10/05/2018|57014|29/08/2018
09/05/2018|68904|29/08/2018
08/05/2018|61363|29/08/2018
07/05/2018|110205|29/08/2018
06/05/2018|32252|29/08/2018
05/05/2018|32641|29/08/2018
04/05/2018|65179|29/08/2018
03/05/2018|64502|29/08/2018
02/05/2018|98907|29/08/2018
01/05/2018|537926|29/08/2018
30/04/2018|161176|29/08/2018
29/04/2018|25750|29/08/2018
28/04/2018|21722|29/08/2018
27/04/2018|52368|29/08/2018
26/04/2018|52523|29/08/2018
25/04/2018|56906|29/08/2018
24/04/2018|52929|29/08/2018
23/04/2018|101950|29/08/2018
22/04/2018|31760|29/08/2018
21/04/2018|27092|29/08/2018
20/04/2018|69348|29/08/2018
19/04/2018|63458|29/08/2018
18/04/2018|63938|29/08/2018
17/04/2018|63719|29/08/2018
16/04/2018|156823|29/08/2018
15/04/2018|64936|29/08/2018
14/04/2018|28472|29/08/2018
13/04/2018|65998|29/08/2018
12/04/2018|62713|29/08/2018
11/04/2018|69206|29/08/2018
10/04/2018|62908|29/08/2018
09/04/2018|112500|29/08/2018
08/04/2018|36070|29/08/2018
07/04/2018|30223|29/08/2018
06/04/2018|71118|29/08/2018
05/04/2018|67161|29/08/2018
04/04/2018|63711|29/08/2018
03/04/2018|63471|29/08/2018
02/04/2018|136211|29/08/2018
01/04/2018|174391|29/08/2018
31/03/2018|96935|29/08/2018
30/03/2018|27497|29/08/2018
29/03/2018|32939|29/08/2018
28/03/2018|52114|29/08/2018
27/03/2018|45550|29/08/2018
26/03/2018|69368|29/08/2018
25/03/2018|23118|29/08/2018
24/03/2018|21337|29/08/2018
23/03/2018|55498|29/08/2018
22/03/2018|54117|29/08/2018
21/03/2018|57922|29/08/2018
20/03/2018|78003|29/08/2018
19/03/2018|52904|29/08/2018
18/03/2018|27712|29/08/2018
17/03/2018|28037|29/08/2018
16/03/2018|111692|29/08/2018
15/03/2018|91139|29/08/2018
14/03/2018|51522|29/08/2018
13/03/2018|53271|29/08/2018
12/03/2018|93795|29/08/2018
11/03/2018|28741|29/08/2018
10/03/2018|27607|29/08/2018
09/03/2018|62850|29/08/2018
08/03/2018|61627|29/08/2018
07/03/2018|58670|29/08/2018
06/03/2018|58363|29/08/2018
05/03/2018|110115|29/08/2018
04/03/2018|30894|29/08/2018
03/03/2018|27203|29/08/2018
02/03/2018|78478|29/08/2018
01/03/2018|395373|29/08/2018
28/02/2018|155876|29/08/2018
27/02/2018|44140|29/08/2018
26/02/2018|84818|29/08/2018
25/02/2018|27620|29/08/2018
24/02/2018|21887|29/08/2018
23/02/2018|59233|29/08/2018
22/02/2018|62225|29/08/2018
21/02/2018|55355|29/08/2018
20/02/2018|56580|29/08/2018
19/02/2018|100644|29/08/2018
18/02/2018|31476|29/08/2018
17/02/2018|26094|29/08/2018
16/02/2018|108557|29/08/2018
15/02/2018|89312|29/08/2018
14/02/2018|50694|29/08/2018
13/02/2018|50642|29/08/2018
12/02/2018|98636|29/08/2018
11/02/2018|38926|29/08/2018
10/02/2018|27874|29/08/2018
09/02/2018|64607|29/08/2018
08/02/2018|58386|29/08/2018
07/02/2018|58861|29/08/2018
06/02/2018|71772|29/08/2018
05/02/2018|60089|29/08/2018
04/02/2018|28510|29/08/2018
03/02/2018|26647|29/08/2018
02/02/2018|70260|29/08/2018
01/02/2018|406908|29/08/2018
31/01/2018|145682|29/08/2018
30/01/2018|43400|29/08/2018
29/01/2018|78841|29/08/2018
28/01/2018|28454|29/08/2018
27/01/2018|21310|29/08/2018
26/01/2018|59482|29/08/2018
25/01/2018|54521|29/08/2018
24/01/2018|55105|29/08/2018
23/01/2018|55171|29/08/2018
22/01/2018|101936|29/08/2018
21/01/2018|30592|29/08/2018
20/01/2018|28130|29/08/2018
19/01/2018|66718|29/08/2018
18/01/2018|60565|29/08/2018
17/01/2018|60532|29/08/2018
16/01/2018|123774|29/08/2018
15/01/2018|154281|29/08/2018
14/01/2018|32900|29/08/2018
13/01/2018|25561|29/08/2018
12/01/2018|68262|29/08/2018
11/01/2018|62222|29/08/2018
10/01/2018|65536|29/08/2018
09/01/2018|56924|29/08/2018
08/01/2018|121359|29/08/2018
07/01/2018|35239|29/08/2018
06/01/2018|32786|29/08/2018
05/01/2018|71625|29/08/2018
04/01/2018|64523|29/08/2018
03/01/2018|62774|29/08/2018
02/01/2018|104506|29/08/2018
01/01/2018|428336|29/08/2018
30/08/2018|337|30/08/2018
29/08/2018|4748|30/08/2018
28/08/2018|51746|30/08/2018
27/08/2018|129714|30/08/2018
26/08/2018|24805|30/08/2018
25/08/2018|34241|30/08/2018
24/08/2018|91859|30/08/2018
23/08/2018|106765|30/08/2018
22/08/2018|123290|30/08/2018
21/08/2018|133002|30/08/2018
20/08/2018|306729|30/08/2018
19/08/2018|54350|30/08/2018
18/08/2018|66618|30/08/2018
17/08/2018|123438|30/08/2018
16/08/2018|288250|30/08/2018
15/08/2018|174585|30/08/2018
14/08/2018|116298|30/08/2018
13/08/2018|262952|30/08/2018
12/08/2018|48000|30/08/2018
11/08/2018|46462|30/08/2018
10/08/2018|112916|30/08/2018
09/08/2018|113126|30/08/2018
08/08/2018|119338|30/08/2018
07/08/2018|118147|30/08/2018
06/08/2018|268187|30/08/2018
05/08/2018|53324|30/08/2018
04/08/2018|46881|30/08/2018
03/08/2018|111585|30/08/2018
02/08/2018|119014|30/08/2018
01/08/2018|813416|30/08/2018
31/07/2018|193543|30/08/2018
30/07/2018|197782|30/08/2018
29/07/2018|39662|30/08/2018
28/07/2018|37697|30/08/2018
27/07/2018|89835|30/08/2018
26/07/2018|92515|30/08/2018
25/07/2018|102355|30/08/2018
24/07/2018|99852|30/08/2018
23/07/2018|217326|30/08/2018
22/07/2018|41153|30/08/2018
21/07/2018|42473|30/08/2018
20/07/2018|100959|30/08/2018
19/07/2018|103392|30/08/2018
18/07/2018|102916|30/08/2018
17/07/2018|105985|30/08/2018
16/07/2018|350927|30/08/2018
15/07/2018|91029|30/08/2018
14/07/2018|43021|30/08/2018
13/07/2018|94080|30/08/2018
12/07/2018|96720|30/08/2018
11/07/2018|103289|30/08/2018
10/07/2018|113483|30/08/2018
09/07/2018|240845|30/08/2018
08/07/2018|41182|30/08/2018
07/07/2018|40359|30/08/2018
06/07/2018|115091|30/08/2018
05/07/2018|103924|30/08/2018
04/07/2018|97489|30/08/2018
03/07/2018|105659|30/08/2018
02/07/2018|336394|30/08/2018
01/07/2018|6708101|30/08/2018
30/06/2018|130854|30/08/2018
29/06/2018|69017|30/08/2018
28/06/2018|64892|30/08/2018
27/06/2018|65211|30/08/2018
26/06/2018|68942|30/08/2018
25/06/2018|131931|30/08/2018
24/06/2018|32612|30/08/2018
23/06/2018|28261|30/08/2018
22/06/2018|79691|30/08/2018
21/06/2018|73515|30/08/2018
20/06/2018|78165|30/08/2018
19/06/2018|72894|30/08/2018
18/06/2018|136099|30/08/2018
17/06/2018|36982|30/08/2018
16/06/2018|80875|30/08/2018
15/06/2018|113468|30/08/2018
14/06/2018|69804|30/08/2018
13/06/2018|69209|30/08/2018
12/06/2018|70603|30/08/2018
11/06/2018|128299|30/08/2018
10/06/2018|35897|30/08/2018
09/06/2018|30174|30/08/2018
08/06/2018|75138|30/08/2018
07/06/2018|71287|30/08/2018
06/06/2018|71320|30/08/2018
05/06/2018|73286|30/08/2018
04/06/2018|132391|30/08/2018
03/06/2018|37549|30/08/2018
02/06/2018|34089|30/08/2018
01/06/2018|255750|30/08/2018
31/05/2018|146464|30/08/2018
30/05/2018|62013|30/08/2018
29/05/2018|56855|30/08/2018
28/05/2018|105507|30/08/2018
27/05/2018|30892|30/08/2018
26/05/2018|26727|30/08/2018
25/05/2018|69304|30/08/2018
24/05/2018|63946|30/08/2018
23/05/2018|66553|30/08/2018
22/05/2018|66503|30/08/2018
21/05/2018|114343|30/08/2018
20/05/2018|35409|30/08/2018
19/05/2018|27586|30/08/2018
18/05/2018|73275|30/08/2018
17/05/2018|66432|30/08/2018
16/05/2018|121793|30/08/2018
15/05/2018|103707|30/08/2018
14/05/2018|106522|30/08/2018
13/05/2018|32431|30/08/2018
12/05/2018|26513|30/08/2018
11/05/2018|76572|30/08/2018
10/05/2018|56820|30/08/2018
09/05/2018|68558|30/08/2018
08/05/2018|61131|30/08/2018
07/05/2018|109568|30/08/2018
06/05/2018|32185|30/08/2018
05/05/2018|32540|30/08/2018
04/05/2018|64921|30/08/2018
03/05/2018|64250|30/08/2018
02/05/2018|98399|30/08/2018
01/05/2018|534449|30/08/2018
30/04/2018|160542|30/08/2018
29/04/2018|25680|30/08/2018
28/04/2018|21644|30/08/2018
27/04/2018|52214|30/08/2018
26/04/2018|52270|30/08/2018
25/04/2018|56703|30/08/2018
24/04/2018|52729|30/08/2018
23/04/2018|101446|30/08/2018
22/04/2018|31709|30/08/2018
21/04/2018|27023|30/08/2018
20/04/2018|69033|30/08/2018
19/04/2018|63217|30/08/2018
18/04/2018|63698|30/08/2018
17/04/2018|63245|30/08/2018
16/04/2018|156118|30/08/2018
15/04/2018|64838|30/08/2018
14/04/2018|28403|30/08/2018
13/04/2018|65799|30/08/2018
12/04/2018|62528|30/08/2018
11/04/2018|69024|30/08/2018
10/04/2018|62635|30/08/2018
09/04/2018|112088|30/08/2018
08/04/2018|36017|30/08/2018
07/04/2018|30141|30/08/2018
06/04/2018|70915|30/08/2018
05/04/2018|66957|30/08/2018
04/04/2018|63521|30/08/2018
03/04/2018|63290|30/08/2018
02/04/2018|135662|30/08/2018
01/04/2018|173565|30/08/2018
31/03/2018|96868|30/08/2018
30/03/2018|27456|30/08/2018
29/03/2018|32825|30/08/2018
28/03/2018|51992|30/08/2018
27/03/2018|45409|30/08/2018
26/03/2018|69112|30/08/2018
25/03/2018|23092|30/08/2018
24/03/2018|21288|30/08/2018
23/03/2018|55346|30/08/2018
22/03/2018|53881|30/08/2018
21/03/2018|57759|30/08/2018
20/03/2018|77771|30/08/2018
19/03/2018|52720|30/08/2018
18/03/2018|27670|30/08/2018
17/03/2018|27947|30/08/2018
16/03/2018|111419|30/08/2018
15/03/2018|90988|30/08/2018
14/03/2018|51397|30/08/2018
13/03/2018|53109|30/08/2018
12/03/2018|93463|30/08/2018
11/03/2018|28657|30/08/2018
10/03/2018|27549|30/08/2018
09/03/2018|62722|30/08/2018
08/03/2018|61235|30/08/2018
07/03/2018|58506|30/08/2018
06/03/2018|58220|30/08/2018
05/03/2018|109740|30/08/2018
04/03/2018|30855|30/08/2018
03/03/2018|27144|30/08/2018
02/03/2018|78304|30/08/2018
01/03/2018|393234|30/08/2018
28/02/2018|155712|30/08/2018
27/02/2018|44055|30/08/2018
26/02/2018|84527|30/08/2018
25/02/2018|27567|30/08/2018
24/02/2018|21843|30/08/2018
23/02/2018|59114|30/08/2018
22/02/2018|62060|30/08/2018
21/02/2018|55225|30/08/2018
20/02/2018|56459|30/08/2018
19/02/2018|100292|30/08/2018
18/02/2018|31436|30/08/2018
17/02/2018|26049|30/08/2018
16/02/2018|108243|30/08/2018
15/02/2018|89164|30/08/2018
14/02/2018|50526|30/08/2018
13/02/2018|50533|30/08/2018
12/02/2018|98302|30/08/2018
11/02/2018|38890|30/08/2018
10/02/2018|27805|30/08/2018
09/02/2018|64488|30/08/2018
08/02/2018|58245|30/08/2018
07/02/2018|58732|30/08/2018
06/02/2018|71547|30/08/2018
05/02/2018|59906|30/08/2018
04/02/2018|28480|30/08/2018
03/02/2018|26591|30/08/2018
02/02/2018|70114|30/08/2018
01/02/2018|405706|30/08/2018
31/01/2018|145563|30/08/2018
30/01/2018|43323|30/08/2018
29/01/2018|78607|30/08/2018
28/01/2018|28427|30/08/2018
27/01/2018|21269|30/08/2018
26/01/2018|59381|30/08/2018
25/01/2018|54413|30/08/2018
24/01/2018|54999|30/08/2018
23/01/2018|55063|30/08/2018
22/01/2018|101653|30/08/2018
21/01/2018|30548|30/08/2018
20/01/2018|28075|30/08/2018
19/01/2018|66614|30/08/2018
18/01/2018|60455|30/08/2018
17/01/2018|60412|30/08/2018
16/01/2018|123362|30/08/2018
15/01/2018|153970|30/08/2018
14/01/2018|32859|30/08/2018
13/01/2018|25514|30/08/2018
12/01/2018|68160|30/08/2018
11/01/2018|62082|30/08/2018
10/01/2018|65418|30/08/2018
09/01/2018|56807|30/08/2018
08/01/2018|121029|30/08/2018
07/01/2018|35175|30/08/2018
06/01/2018|32723|30/08/2018
05/01/2018|71446|30/08/2018
04/01/2018|64381|30/08/2018
03/01/2018|62600|30/08/2018
02/01/2018|104280|30/08/2018
01/01/2018|426665|30/08/2018
31/08/2018|250|31/08/2018
30/08/2018|5887|31/08/2018
29/08/2018|56216|31/08/2018
28/08/2018|77341|31/08/2018
27/08/2018|168691|31/08/2018
26/08/2018|33508|31/08/2018
25/08/2018|40965|31/08/2018
24/08/2018|100275|31/08/2018
23/08/2018|119457|31/08/2018
22/08/2018|128464|31/08/2018
21/08/2018|133653|31/08/2018
20/08/2018|306904|31/08/2018
19/08/2018|56892|31/08/2018
18/08/2018|66359|31/08/2018
17/08/2018|123645|31/08/2018
16/08/2018|289936|31/08/2018
15/08/2018|170465|31/08/2018
14/08/2018|114771|31/08/2018
13/08/2018|261476|31/08/2018
12/08/2018|47595|31/08/2018
11/08/2018|45620|31/08/2018
10/08/2018|111773|31/08/2018
09/08/2018|111566|31/08/2018
08/08/2018|118284|31/08/2018
07/08/2018|116887|31/08/2018
06/08/2018|266008|31/08/2018
05/08/2018|53182|31/08/2018
04/08/2018|46670|31/08/2018
03/08/2018|110915|31/08/2018
02/08/2018|118336|31/08/2018
01/08/2018|812368|31/08/2018
31/07/2018|191517|31/08/2018
30/07/2018|195001|31/08/2018
29/07/2018|39481|31/08/2018
28/07/2018|37534|31/08/2018
27/07/2018|88477|31/08/2018
26/07/2018|91719|31/08/2018
25/07/2018|101553|31/08/2018
24/07/2018|99222|31/08/2018
23/07/2018|215815|31/08/2018
22/07/2018|41086|31/08/2018
21/07/2018|42332|31/08/2018
20/07/2018|100421|31/08/2018
19/07/2018|102786|31/08/2018
18/07/2018|102022|31/08/2018
17/07/2018|105180|31/08/2018
16/07/2018|349260|31/08/2018
15/07/2018|90830|31/08/2018
14/07/2018|42775|31/08/2018
13/07/2018|93709|31/08/2018
12/07/2018|96135|31/08/2018
11/07/2018|102773|31/08/2018
10/07/2018|112850|31/08/2018
09/07/2018|239488|31/08/2018
08/07/2018|41094|31/08/2018
07/07/2018|40226|31/08/2018
06/07/2018|114555|31/08/2018
05/07/2018|103382|31/08/2018
04/07/2018|96976|31/08/2018
03/07/2018|105198|31/08/2018
02/07/2018|335037|31/08/2018
01/07/2018|6681952|31/08/2018
30/06/2018|130622|31/08/2018
29/06/2018|68756|31/08/2018
28/06/2018|64561|31/08/2018
27/06/2018|64902|31/08/2018
26/06/2018|68527|31/08/2018
25/06/2018|131274|31/08/2018
24/06/2018|32527|31/08/2018
23/06/2018|28161|31/08/2018
22/06/2018|79481|31/08/2018
21/06/2018|73240|31/08/2018
20/06/2018|77846|31/08/2018
19/06/2018|72487|31/08/2018
18/06/2018|135478|31/08/2018
17/06/2018|36917|31/08/2018
16/06/2018|80697|31/08/2018
15/06/2018|113247|31/08/2018
14/06/2018|69562|31/08/2018
13/06/2018|69022|31/08/2018
12/06/2018|70399|31/08/2018
11/06/2018|127854|31/08/2018
10/06/2018|35847|31/08/2018
09/06/2018|30115|31/08/2018
08/06/2018|74994|31/08/2018
07/06/2018|71085|31/08/2018
06/06/2018|71109|31/08/2018
05/06/2018|73096|31/08/2018
04/06/2018|131978|31/08/2018
03/06/2018|37496|31/08/2018
02/06/2018|33993|31/08/2018
01/06/2018|255143|31/08/2018
31/05/2018|146167|31/08/2018
30/05/2018|61864|31/08/2018
29/05/2018|56709|31/08/2018
28/05/2018|104983|31/08/2018
27/05/2018|30864|31/08/2018
26/05/2018|26685|31/08/2018
25/05/2018|69168|31/08/2018
24/05/2018|63798|31/08/2018
23/05/2018|66362|31/08/2018
22/05/2018|66358|31/08/2018
21/05/2018|114013|31/08/2018
20/05/2018|35351|31/08/2018
19/05/2018|27562|31/08/2018
18/05/2018|73152|31/08/2018
17/05/2018|66263|31/08/2018
16/05/2018|121534|31/08/2018
15/05/2018|103580|31/08/2018
14/05/2018|106224|31/08/2018
13/05/2018|32391|31/08/2018
12/05/2018|26479|31/08/2018
11/05/2018|76453|31/08/2018
10/05/2018|56673|31/08/2018
09/05/2018|68422|31/08/2018
08/05/2018|61045|31/08/2018
07/05/2018|109282|31/08/2018
06/05/2018|32148|31/08/2018
05/05/2018|32485|31/08/2018
04/05/2018|64835|31/08/2018
03/05/2018|64122|31/08/2018
02/05/2018|98198|31/08/2018
01/05/2018|532699|31/08/2018
30/04/2018|160398|31/08/2018
29/04/2018|25655|31/08/2018
28/04/2018|21628|31/08/2018
27/04/2018|52136|31/08/2018
26/04/2018|52177|31/08/2018
25/04/2018|56621|31/08/2018
24/04/2018|52643|31/08/2018
23/04/2018|101202|31/08/2018
22/04/2018|31686|31/08/2018
21/04/2018|26985|31/08/2018
20/04/2018|68927|31/08/2018
19/04/2018|63103|31/08/2018
18/04/2018|63601|31/08/2018
17/04/2018|63156|31/08/2018
